,red,date,class,id,class_name
9,0.033,2022-04-05,0,346,Картофель
10,0.08600000000000001,2022-05-10,0,346,Картофель
11,0.192,2022-06-14,0,346,Картофель
12,0.092,2022-08-03,0,346,Картофель
13,0.084,2022-09-02,0,346,Картофель
61,0.032,2022-04-05,0,349,Картофель
62,0.145,2022-05-10,0,349,Картофель
63,0.154,2022-06-14,0,349,Картофель
64,0.113,2022-08-03,0,349,Картофель
65,0.081,2022-09-02,0,349,Картофель
108,0.032,2022-04-05,0,347,Картофель
109,0.13,2022-05-10,0,347,Картофель
110,0.223,2022-06-14,0,347,Картофель
111,0.132,2022-08-03,0,347,Картофель
112,0.113,2022-09-02,0,347,Картофель
163,0.033,2022-04-05,0,348,Картофель
164,0.14,2022-05-10,0,348,Картофель
165,0.213,2022-06-14,0,348,Картофель
166,0.152,2022-08-03,0,348,Картофель
167,0.107,2022-09-02,0,348,Картофель
218,0.153,2022-04-05,0,343,Картофель
219,0.124,2022-05-10,0,343,Картофель
220,0.316,2022-06-14,0,343,Картофель
221,0.4,2022-08-03,0,343,Картофель
222,0.376,2022-09-02,0,343,Картофель
273,0.026000000000000002,2022-04-05,1,342,Соя
274,0.047,2022-05-10,1,342,Соя
275,0.091,2022-06-14,1,342,Соя
276,0.153,2022-08-03,1,342,Соя
277,0.153,2022-09-02,1,342,Соя
328,0.063,2022-04-05,3,303,Кукуруза
329,0.112,2022-05-10,3,303,Кукуруза
330,0.41300000000000003,2022-06-14,3,303,Кукуруза
331,0.535,2022-08-03,3,303,Кукуруза
332,0.343,2022-09-02,3,303,Кукуруза
383,0.007,2022-04-05,3,285,Кукуруза
384,0.013000000000000001,2022-05-10,3,285,Кукуруза
385,0.024,2022-06-14,3,285,Кукуруза
386,0.035,2022-08-03,3,285,Кукуруза
387,0.025,2022-09-02,3,285,Кукуруза
438,0.004,2022-04-05,4,287,Пшеница
439,0.019,2022-05-10,4,287,Пшеница
440,0.02,2022-06-14,4,287,Пшеница
441,0.009000000000000001,2022-08-03,4,287,Пшеница
442,0.011,2022-09-02,4,287,Пшеница
493,0.074,2022-04-05,5,284,Свекла
494,0.14100000000000001,2022-05-10,5,284,Свекла
495,0.372,2022-06-14,5,284,Свекла
496,0.465,2022-08-03,5,284,Свекла
497,0.419,2022-09-02,5,284,Свекла
545,0.006,2022-04-05,4,286,Пшеница
546,0.023,2022-05-10,4,286,Пшеница
547,0.021,2022-06-14,4,286,Пшеница
548,0.01,2022-08-03,4,286,Пшеница
549,0.012,2022-09-02,4,286,Пшеница
592,0.026000000000000002,2022-04-05,3,288,Кукуруза
593,0.066,2022-05-10,3,288,Кукуруза
594,0.1,2022-06-14,3,288,Кукуруза
595,0.162,2022-08-03,3,288,Кукуруза
596,0.106,2022-09-02,3,288,Кукуруза
647,0.069,2022-04-05,5,289,Свекла
648,0.17300000000000001,2022-05-10,5,289,Свекла
649,0.229,2022-06-14,5,289,Свекла
650,0.40800000000000003,2022-08-03,5,289,Свекла
651,0.37,2022-09-02,5,289,Свекла
702,0.031,2022-04-05,3,290,Кукуруза
703,0.055,2022-05-10,3,290,Кукуруза
704,0.14300000000000002,2022-06-14,3,290,Кукуруза
705,0.17300000000000001,2022-08-03,3,290,Кукуруза
706,0.097,2022-09-02,3,290,Кукуруза
757,0.011,2022-04-05,3,291,Кукуруза
758,0.022,2022-05-10,3,291,Кукуруза
759,0.037,2022-06-14,3,291,Кукуруза
760,0.058,2022-08-03,3,291,Кукуруза
761,0.029,2022-09-02,3,291,Кукуруза
812,0.039,2022-04-05,2,300,Ячмень
813,0.132,2022-05-10,2,300,Ячмень
814,0.147,2022-06-14,2,300,Ячмень
815,0.061,2022-08-03,2,300,Ячмень
816,0.069,2022-09-02,2,300,Ячмень
867,0.019,2022-04-05,2,294,Ячмень
868,0.054,2022-05-10,2,294,Ячмень
869,0.064,2022-06-14,2,294,Ячмень
870,0.037,2022-08-03,2,294,Ячмень
871,0.034,2022-09-02,2,294,Ячмень
922,0.053,2022-04-05,5,302,Свекла
923,0.098,2022-05-10,5,302,Свекла
924,0.386,2022-06-14,5,302,Свекла
925,0.42,2022-08-03,5,302,Свекла
926,0.405,2022-09-02,5,302,Свекла
977,0.051000000000000004,2022-04-05,1,305,Соя
978,0.136,2022-05-10,1,305,Соя
979,0.332,2022-06-14,1,305,Соя
980,0.441,2022-08-03,1,305,Соя
981,0.41300000000000003,2022-09-02,1,305,Соя
1032,0.08700000000000001,2022-04-05,4,304,Пшеница
1033,0.48,2022-05-10,4,304,Пшеница
1034,0.498,2022-06-14,4,304,Пшеница
1035,0.11900000000000001,2022-08-03,4,304,Пшеница
1036,0.114,2022-09-02,4,304,Пшеница
1087,0.04,2022-04-05,3,292,Кукуруза
1088,0.077,2022-05-10,3,292,Кукуруза
1089,0.045,2022-06-14,3,292,Кукуруза
1090,0.068,2022-08-03,3,292,Кукуруза
1091,0.079,2022-09-02,3,292,Кукуруза
1142,0.032,2022-04-05,3,293,Кукуруза
1143,0.084,2022-05-10,3,293,Кукуруза
1144,0.134,2022-06-14,3,293,Кукуруза
1145,0.19,2022-08-03,3,293,Кукуруза
1146,0.14100000000000001,2022-09-02,3,293,Кукуруза
1197,0.01,2022-04-05,5,295,Свекла
1198,0.034,2022-05-10,5,295,Свекла
1199,0.046,2022-06-14,5,295,Свекла
1200,0.021,2022-08-03,5,295,Свекла
1201,0.017,2022-09-02,5,295,Свекла
1252,0.058,2022-04-05,2,299,Ячмень
1253,0.197,2022-05-10,2,299,Ячмень
1254,0.379,2022-06-14,2,299,Ячмень
1255,0.081,2022-08-03,2,299,Ячмень
1256,0.09,2022-09-02,2,299,Ячмень
1307,0.012,2022-04-05,5,315,Свекла
1308,0.019,2022-05-10,5,315,Свекла
1309,0.033,2022-06-14,5,315,Свекла
1310,0.07,2022-08-03,5,315,Свекла
1311,0.073,2022-09-02,5,315,Свекла
1362,0.034,2022-04-05,5,312,Свекла
1363,0.073,2022-05-10,5,312,Свекла
1364,0.189,2022-06-14,5,312,Свекла
1365,0.26,2022-08-03,5,312,Свекла
1366,0.212,2022-09-02,5,312,Свекла
1417,0.045,2022-04-05,3,313,Кукуруза
1418,0.077,2022-05-10,3,313,Кукуруза
1419,0.113,2022-06-14,3,313,Кукуруза
1420,0.295,2022-08-03,3,313,Кукуруза
1421,0.192,2022-09-02,3,313,Кукуруза
1472,0.05,2022-04-05,3,314,Кукуруза
1473,0.101,2022-05-10,3,314,Кукуруза
1474,0.362,2022-06-14,3,314,Кукуруза
1475,0.365,2022-08-03,3,314,Кукуруза
1476,0.20400000000000001,2022-09-02,3,314,Кукуруза
1527,0.009000000000000001,2022-04-05,5,319,Свекла
1528,0.018000000000000002,2022-05-10,5,319,Свекла
1529,0.039,2022-06-14,5,319,Свекла
1530,0.054,2022-08-03,5,319,Свекла
1531,0.047,2022-09-02,5,319,Свекла
1582,0.005,2022-04-05,3,318,Кукуруза
1583,0.012,2022-05-10,3,318,Кукуруза
1584,0.03,2022-06-14,3,318,Кукуруза
1585,0.035,2022-08-03,3,318,Кукуруза
1586,0.028,2022-09-02,3,318,Кукуруза
1637,0.023,2022-04-05,3,317,Кукуруза
1638,0.044,2022-05-10,3,317,Кукуруза
1639,0.055,2022-06-14,3,317,Кукуруза
1640,0.046,2022-08-03,3,317,Кукуруза
1641,0.056,2022-09-02,3,317,Кукуруза
1692,0.036000000000000004,2022-04-05,3,316,Кукуруза
1693,0.065,2022-05-10,3,316,Кукуруза
1694,0.217,2022-06-14,3,316,Кукуруза
1695,0.251,2022-08-03,3,316,Кукуруза
1696,0.135,2022-09-02,3,316,Кукуруза
1747,0.003,2022-04-05,5,329,Свекла
1748,0.007,2022-05-10,5,329,Свекла
1749,0.011,2022-06-14,5,329,Свекла
1750,0.017,2022-08-03,5,329,Свекла
1751,0.016,2022-09-02,5,329,Свекла
1802,0.044,2022-04-05,5,327,Свекла
1803,0.076,2022-05-10,5,327,Свекла
1804,0.164,2022-06-14,5,327,Свекла
1805,0.28700000000000003,2022-08-03,5,327,Свекла
1806,0.275,2022-09-02,5,327,Свекла
1857,0.033,2022-04-05,5,336,Свекла
1858,0.062,2022-05-10,5,336,Свекла
1859,0.151,2022-06-14,5,336,Свекла
1860,0.185,2022-08-03,5,336,Свекла
1861,0.176,2022-09-02,5,336,Свекла
1912,0.145,2022-04-05,5,341,Свекла
1913,0.36,2022-05-10,5,341,Свекла
1914,0.299,2022-06-14,5,341,Свекла
1915,0.306,2022-08-03,5,341,Свекла
1916,0.218,2022-09-02,5,341,Свекла
1967,0.056,2022-04-05,2,334,Ячмень
1968,0.372,2022-05-10,2,334,Ячмень
1969,0.427,2022-06-14,2,334,Ячмень
1970,0.105,2022-08-03,2,334,Ячмень
1971,0.117,2022-09-02,2,334,Ячмень
2022,0.07100000000000001,2022-04-05,3,326,Кукуруза
2023,0.115,2022-05-10,3,326,Кукуруза
2024,0.253,2022-06-14,3,326,Кукуруза
2025,0.487,2022-08-03,3,326,Кукуруза
2026,0.404,2022-09-02,3,326,Кукуруза
2077,0.066,2022-04-05,4,325,Пшеница
2078,0.28300000000000003,2022-05-10,4,325,Пшеница
2079,0.122,2022-06-14,4,325,Пшеница
2080,0.054,2022-08-03,4,325,Пшеница
2081,0.051000000000000004,2022-09-02,4,325,Пшеница
2132,0.016,2022-04-05,4,323,Пшеница
2133,0.085,2022-05-10,4,323,Пшеница
2134,0.076,2022-06-14,4,323,Пшеница
2135,0.021,2022-08-03,4,323,Пшеница
2136,0.021,2022-09-02,4,323,Пшеница
2187,0.046,2022-04-05,2,324,Ячмень
2188,0.211,2022-05-10,2,324,Ячмень
2189,0.106,2022-06-14,2,324,Ячмень
2190,0.035,2022-08-03,2,324,Ячмень
2191,0.036000000000000004,2022-09-02,2,324,Ячмень
2242,0.045,2022-04-05,2,322,Ячмень
2243,0.17500000000000002,2022-05-10,2,322,Ячмень
2244,0.083,2022-06-14,2,322,Ячмень
2245,0.036000000000000004,2022-08-03,2,322,Ячмень
2246,0.035,2022-09-02,2,322,Ячмень
2297,0.057,2022-04-05,2,320,Ячмень
2298,0.199,2022-05-10,2,320,Ячмень
2299,0.307,2022-06-14,2,320,Ячмень
2300,0.07,2022-08-03,2,320,Ячмень
2301,0.068,2022-09-02,2,320,Ячмень
2352,0.043000000000000003,2022-04-05,4,321,Пшеница
2353,0.146,2022-05-10,4,321,Пшеница
2354,0.088,2022-06-14,4,321,Пшеница
2355,0.035,2022-08-03,4,321,Пшеница
2356,0.033,2022-09-02,4,321,Пшеница
2407,0.02,2022-04-05,4,328,Пшеница
2408,0.07200000000000001,2022-05-10,4,328,Пшеница
2409,0.024,2022-06-14,4,328,Пшеница
2410,0.014,2022-08-03,4,328,Пшеница
2411,0.013000000000000001,2022-09-02,4,328,Пшеница
2462,0.008,2022-04-05,2,330,Ячмень
2463,0.043000000000000003,2022-05-10,2,330,Ячмень
2464,0.031,2022-06-14,2,330,Ячмень
2465,0.008,2022-08-03,2,330,Ячмень
2466,0.007,2022-09-02,2,330,Ячмень
2517,0.005,2022-04-05,2,331,Ячмень
2518,0.023,2022-05-10,2,331,Ячмень
2519,0.029,2022-06-14,2,331,Ячмень
2520,0.006,2022-08-03,2,331,Ячмень
2521,0.006,2022-09-02,2,331,Ячмень
2572,0.016,2022-04-05,2,332,Ячмень
2573,0.046,2022-05-10,2,332,Ячмень
2574,0.033,2022-06-14,2,332,Ячмень
2575,0.012,2022-08-03,2,332,Ячмень
2576,0.01,2022-09-02,2,332,Ячмень
2627,0.009000000000000001,2022-04-05,4,333,Пшеница
2628,0.035,2022-05-10,4,333,Пшеница
2629,0.019,2022-06-14,4,333,Пшеница
2630,0.008,2022-08-03,4,333,Пшеница
2631,0.007,2022-09-02,4,333,Пшеница
2682,0.064,2022-04-05,3,340,Кукуруза
2683,0.097,2022-05-10,3,340,Кукуруза
2684,0.251,2022-06-14,3,340,Кукуруза
2685,0.4,2022-08-03,3,340,Кукуруза
2686,0.219,2022-09-02,3,340,Кукуруза
2737,0.053,2022-04-05,4,339,Пшеница
2738,0.20400000000000001,2022-05-10,4,339,Пшеница
2739,0.327,2022-06-14,4,339,Пшеница
2740,0.109,2022-08-03,4,339,Пшеница
2741,0.094,2022-09-02,4,339,Пшеница
2792,0.06,2022-04-05,6,338,Люцерна
2793,0.128,2022-05-10,6,338,Люцерна
2794,0.105,2022-06-14,6,338,Люцерна
2795,0.093,2022-08-03,6,338,Люцерна
2796,0.07200000000000001,2022-09-02,6,338,Люцерна
2847,0.046,2022-04-05,4,337,Пшеница
2848,0.268,2022-05-10,4,337,Пшеница
2849,0.372,2022-06-14,4,337,Пшеница
2850,0.097,2022-08-03,4,337,Пшеница
2851,0.097,2022-09-02,4,337,Пшеница
2902,0.061,2022-04-05,5,335,Свекла
2903,0.113,2022-05-10,5,335,Свекла
2904,0.329,2022-06-14,5,335,Свекла
2905,0.49,2022-08-03,5,335,Свекла
2906,0.434,2022-09-02,5,335,Свекла
2957,0.132,2022-04-05,5,311,Свекла
2958,0.352,2022-05-10,5,311,Свекла
2959,0.217,2022-06-14,5,311,Свекла
2960,0.307,2022-08-03,5,311,Свекла
2961,0.2,2022-09-02,5,311,Свекла
3012,0.024,2022-04-05,3,310,Кукуруза
3013,0.047,2022-05-10,3,310,Кукуруза
3014,0.106,2022-06-14,3,310,Кукуруза
3015,0.152,2022-08-03,3,310,Кукуруза
3016,0.11800000000000001,2022-09-02,3,310,Кукуруза
3067,0.043000000000000003,2022-04-05,4,307,Пшеница
3068,0.276,2022-05-10,4,307,Пшеница
3069,0.304,2022-06-14,4,307,Пшеница
3070,0.089,2022-08-03,4,307,Пшеница
3071,0.049,2022-09-02,4,307,Пшеница
3122,0.013000000000000001,2022-04-05,4,298,Пшеница
3123,0.057,2022-05-10,4,298,Пшеница
3124,0.073,2022-06-14,4,298,Пшеница
3125,0.024,2022-08-03,4,298,Пшеница
3126,0.021,2022-09-02,4,298,Пшеница
3177,0.007,2022-04-05,4,297,Пшеница
3178,0.027,2022-05-10,4,297,Пшеница
3179,0.051000000000000004,2022-06-14,4,297,Пшеница
3180,0.03,2022-08-03,4,297,Пшеница
3181,0.044,2022-09-02,4,297,Пшеница
3232,0.021,2022-04-05,4,296,Пшеница
3233,0.056,2022-05-10,4,296,Пшеница
3234,0.136,2022-06-14,4,296,Пшеница
3235,0.04,2022-08-03,4,296,Пшеница
3236,0.039,2022-09-02,4,296,Пшеница
3287,0.028,2022-04-05,2,306,Ячмень
3288,0.166,2022-05-10,2,306,Ячмень
3289,0.224,2022-06-14,2,306,Ячмень
3290,0.047,2022-08-03,2,306,Ячмень
3291,0.048,2022-09-02,2,306,Ячмень
3342,0.05,2022-04-05,2,308,Ячмень
3343,0.28600000000000003,2022-05-10,2,308,Ячмень
3344,0.361,2022-06-14,2,308,Ячмень
3345,0.101,2022-08-03,2,308,Ячмень
3346,0.107,2022-09-02,2,308,Ячмень
3397,0.01,2022-04-05,5,309,Свекла
3398,0.019,2022-05-10,5,309,Свекла
3399,0.065,2022-06-14,5,309,Свекла
3400,0.066,2022-08-03,5,309,Свекла
3401,0.059000000000000004,2022-09-02,5,309,Свекла
3452,0.017,2022-04-05,4,301,Пшеница
3453,0.081,2022-05-10,4,301,Пшеница
3454,0.122,2022-06-14,4,301,Пшеница
3455,0.038,2022-08-03,4,301,Пшеница
3456,0.038,2022-09-02,4,301,Пшеница
3507,0.012,2022-04-05,0,345,Картофель
3508,0.065,2022-05-10,0,345,Картофель
3509,0.10200000000000001,2022-06-14,0,345,Картофель
3510,0.044,2022-08-03,0,345,Картофель
3511,0.031,2022-09-02,0,345,Картофель
3562,0.016,2022-04-05,0,344,Картофель
3563,0.033,2022-05-10,0,344,Картофель
3564,0.101,2022-06-14,0,344,Картофель
3565,0.044,2022-08-03,0,344,Картофель
3566,0.031,2022-09-02,0,344,Картофель
3620,0.08600000000000001,2022-04-03,6,190,Люцерна
3621,0.512,2022-05-08,6,190,Люцерна
3622,0.577,2022-06-07,6,190,Люцерна
3623,0.405,2022-07-02,6,190,Люцерна
3624,0.227,2022-08-01,6,190,Люцерна
3625,0.115,2022-10-05,6,190,Люцерна
3692,0.10200000000000001,2022-04-03,4,195,Пшеница
3693,0.315,2022-05-08,4,195,Пшеница
3694,0.371,2022-06-07,4,195,Пшеница
3695,0.189,2022-07-02,4,195,Пшеница
3696,0.111,2022-08-01,4,195,Пшеница
3697,0.055,2022-10-05,4,195,Пшеница
3764,0.07,2022-04-03,2,192,Ячмень
3765,0.281,2022-05-08,2,192,Ячмень
3766,0.54,2022-06-07,2,192,Ячмень
3767,0.332,2022-07-02,2,192,Ячмень
3768,0.123,2022-08-01,2,192,Ячмень
3769,0.11,2022-10-05,2,192,Ячмень
3835,0.084,2022-04-03,4,194,Пшеница
3836,0.368,2022-05-08,4,194,Пшеница
3837,0.481,2022-06-07,4,194,Пшеница
3838,0.246,2022-07-02,4,194,Пшеница
3839,0.116,2022-08-01,4,194,Пшеница
3840,0.052000000000000005,2022-10-05,4,194,Пшеница
3903,0.085,2022-04-03,4,191,Пшеница
3904,0.233,2022-05-08,4,191,Пшеница
3905,0.263,2022-06-07,4,191,Пшеница
3906,0.129,2022-07-02,4,191,Пшеница
3907,0.094,2022-08-01,4,191,Пшеница
3908,0.044,2022-10-05,4,191,Пшеница
3971,0.07100000000000001,2022-04-03,6,193,Люцерна
3972,0.269,2022-05-08,6,193,Люцерна
3973,0.179,2022-06-07,6,193,Люцерна
3974,0.297,2022-07-02,6,193,Люцерна
3975,0.213,2022-08-01,6,193,Люцерна
3976,0.106,2022-10-05,6,193,Люцерна
4039,0.10200000000000001,2022-04-03,6,196,Люцерна
4040,0.384,2022-05-08,6,196,Люцерна
4041,0.304,2022-06-07,6,196,Люцерна
4042,0.42,2022-07-02,6,196,Люцерна
4043,0.298,2022-08-01,6,196,Люцерна
4044,0.16,2022-10-05,6,196,Люцерна
4107,0.064,2022-04-03,4,198,Пшеница
4108,0.275,2022-05-08,4,198,Пшеница
4109,0.373,2022-06-07,4,198,Пшеница
4110,0.212,2022-07-02,4,198,Пшеница
4111,0.113,2022-08-01,4,198,Пшеница
4112,0.14400000000000002,2022-10-05,4,198,Пшеница
4175,0.02,2022-04-03,4,202,Пшеница
4176,0.04,2022-05-08,4,202,Пшеница
4177,0.151,2022-06-07,4,202,Пшеница
4178,0.133,2022-07-02,4,202,Пшеница
4179,0.042,2022-08-01,4,202,Пшеница
4180,0.029,2022-10-05,4,202,Пшеница
4244,0.037,2022-04-03,2,245,Ячмень
4245,0.177,2022-05-08,2,245,Ячмень
4246,0.251,2022-06-07,2,245,Ячмень
4247,0.10400000000000001,2022-07-02,2,245,Ячмень
4248,0.07,2022-08-01,2,245,Ячмень
4249,0.07200000000000001,2022-10-05,2,245,Ячмень
4316,0.01,2022-04-03,2,246,Ячмень
4317,0.018000000000000002,2022-05-08,2,246,Ячмень
4318,0.069,2022-06-07,2,246,Ячмень
4319,0.09,2022-07-02,2,246,Ячмень
4320,0.085,2022-08-01,2,246,Ячмень
4321,0.054,2022-10-05,2,246,Ячмень
4388,0.026000000000000002,2022-04-03,4,251,Пшеница
4389,0.07200000000000001,2022-05-08,4,251,Пшеница
4390,0.049,2022-06-07,4,251,Пшеница
4391,0.031,2022-07-02,4,251,Пшеница
4392,0.028,2022-08-01,4,251,Пшеница
4393,0.026000000000000002,2022-10-05,4,251,Пшеница
4460,0.02,2022-04-03,5,249,Свекла
4461,0.041,2022-05-08,5,249,Свекла
4462,0.026000000000000002,2022-06-07,5,249,Свекла
4463,0.021,2022-07-02,5,249,Свекла
4464,0.022,2022-08-01,5,249,Свекла
4465,0.018000000000000002,2022-10-05,5,249,Свекла
4532,0.014,2022-04-03,3,252,Кукуруза
4533,0.046,2022-05-08,3,252,Кукуруза
4534,0.024,2022-06-07,3,252,Кукуруза
4535,0.02,2022-07-02,3,252,Кукуруза
4536,0.036000000000000004,2022-08-01,3,252,Кукуруза
4537,0.018000000000000002,2022-10-05,3,252,Кукуруза
4604,0.056,2022-04-03,9,258,Клевер
4605,0.062,2022-05-08,9,258,Клевер
4606,0.201,2022-06-07,9,258,Клевер
4607,0.109,2022-07-02,9,258,Клевер
4608,0.097,2022-08-01,9,258,Клевер
4609,0.095,2022-10-05,9,258,Клевер
4676,0.031,2022-04-03,3,254,Кукуруза
4677,0.058,2022-05-08,3,254,Кукуруза
4678,0.177,2022-06-07,3,254,Кукуруза
4679,0.222,2022-07-02,3,254,Кукуруза
4680,0.187,2022-08-01,3,254,Кукуруза
4681,0.048,2022-10-05,3,254,Кукуруза
4748,0.166,2022-04-03,4,263,Пшеница
4749,0.44,2022-05-08,4,263,Пшеница
4750,0.27,2022-06-07,4,263,Пшеница
4751,0.132,2022-07-02,4,263,Пшеница
4752,0.12,2022-08-01,4,263,Пшеница
4753,0.101,2022-10-05,4,263,Пшеница
4837,0.028,2022-04-05,0,281,Картофель
4838,0.048,2022-05-10,0,281,Картофель
4839,0.126,2022-06-14,0,281,Картофель
4840,0.23500000000000001,2022-08-03,0,281,Картофель
4841,0.049,2022-09-02,0,281,Картофель
4892,0.056,2022-04-05,1,277,Соя
4893,0.191,2022-05-10,1,277,Соя
4894,0.255,2022-06-14,1,277,Соя
4895,0.502,2022-08-03,1,277,Соя
4896,0.47300000000000003,2022-09-02,1,277,Соя
4958,0.041,2022-04-03,12,276,Томат
4959,0.041,2022-04-05,12,276,Томат
4960,0.055,2022-05-08,12,276,Томат
4961,0.10300000000000001,2022-05-10,12,276,Томат
4962,0.124,2022-06-07,12,276,Томат
